Word,MD,PartIndex,Part,Type,Meaning
stethoscope,Words/s/stethoscope.md,1,stethoscope,word,
stew,Words/s/stew.md,1,stew,word,
steward,Words/s/steward.md,1,steward,word,
stewardship,Words/s/stewardship.md,1,steward,stem,
stewardship,Words/s/stewardship.md,2,ship,suffix,关系/状态
stick,Words/s/stick.md,1,stick,word,
sticker,Words/s/sticker.md,1,stick,stem,
sticker,Words/s/sticker.md,2,er,suffix,人/比较级
sticking,Words/s/sticking.md,1,stick,stem,
sticking,Words/s/sticking.md,2,ing,suffix,进行/名词
sticky,Words/s/sticky.md,1,stick,stem,
sticky,Words/s/sticky.md,2,y,suffix,形容词/名词后缀
stiff,Words/s/stiff.md,1,stiff,word,
stiffen,Words/s/stiffen.md,1,stiffen,word,
stiffly,Words/s/stiffly.md,1,stiff,stem,
stiffly,Words/s/stiffly.md,2,ly,suffix,副词后缀
stiffness,Words/s/stiffness.md,1,stiff,stem,
stiffness,Words/s/stiffness.md,2,ness,suffix,性质
stifle,Words/s/stifle.md,1,stifle,word,
stigma,Words/s/stigma.md,1,stigma,word,
stigmatize,Words/s/stigmatize.md,1,stigmat,stem,
stigmatize,Words/s/stigmatize.md,2,ize,suffix,使成为
stiletto,Words/s/stiletto.md,1,stiletto,word,
still,Words/s/still.md,1,still,word,
stillness,Words/s/stillness.md,1,still,stem,
stillness,Words/s/stillness.md,2,ness,suffix,性质
stilt,Words/s/stilt.md,1,stilt,word,
stimulant,Words/s/stimulant.md,1,stimul,stem,
stimulant,Words/s/stimulant.md,2,ant,suffix,人/物
stimulate,Words/s/stimulate.md,1,stimulate,word,
stimulating,Words/s/stimulating.md,1,stimulat,stem,
stimulating,Words/s/stimulating.md,2,ing,suffix,进行/名词
stimulation,Words/s/stimulation.md,1,stimul,stem,
stimulation,Words/s/stimulation.md,2,ation,suffix,名词后缀
stimulus,Words/s/stimulus.md,1,stimulus,word,
sting,Words/s/sting.md,1,sting,word,
stinging,Words/s/stinging.md,1,sting,stem,
stinging,Words/s/stinging.md,2,ing,suffix,进行/名词
stingy,Words/s/stingy.md,1,sting,stem,
stingy,Words/s/stingy.md,2,y,suffix,形容词/名词后缀
stink,Words/s/stink.md,1,stink,word,
stint,Words/s/stint.md,1,stint,word,
stipend,Words/s/stipend.md,1,stipend,word,
stipulate,Words/s/stipulate.md,1,stipulate,word,
stipulation,Words/s/stipulation.md,1,stipul,stem,
stipulation,Words/s/stipulation.md,2,ation,suffix,名词后缀
stir-fry,Words/s/stir-fry.md,1,stir-fr,stem,
stir-fry,Words/s/stir-fry.md,2,y,suffix,形容词/名词后缀
stir,Words/s/stir.md,1,stir,word,
stirring,Words/s/stirring.md,1,stirr,stem,
stirring,Words/s/stirring.md,2,ing,suffix,进行/名词
stirrup,Words/s/stirrup.md,1,stirrup,word,
stitch,Words/s/stitch.md,1,stitch,word,
stock,Words/s/stock.md,1,stock,word,
stockbroker,Words/s/stockbroker.md,1,stockbrok,stem,
stockbroker,Words/s/stockbroker.md,2,er,suffix,人/比较级
stockholder,Words/s/stockholder.md,1,stockhold,stem,
stockholder,Words/s/stockholder.md,2,er,suffix,人/比较级
stocking,Words/s/stocking.md,1,stock,stem,
stocking,Words/s/stocking.md,2,ing,suffix,进行/名词
stockpile,Words/s/stockpile.md,1,stockpile,word,
stocky,Words/s/stocky.md,1,stock,stem,
stocky,Words/s/stocky.md,2,y,suffix,形容词/名词后缀
stoic,Words/s/stoic.md,1,sto,stem,
stoic,Words/s/stoic.md,2,ic,suffix,形容词后缀
stoke,Words/s/stoke.md,1,stoke,word,
stolen,Words/s/stolen.md,1,stolen,word,
stomach,Words/s/stomach.md,1,stomach,word,
stomp,Words/s/stomp.md,1,stomp,word,
stone,Words/s/stone.md,1,stone,word,
stony,Words/s/stony.md,1,ston,stem,
stony,Words/s/stony.md,2,y,suffix,形容词/名词后缀
stool,Words/s/stool.md,1,stool,word,
stoop,Words/s/stoop.md,1,stoop,word,
stop,Words/s/stop.md,1,stop,word,
stoplight,Words/s/stoplight.md,1,stoplight,word,
stopper,Words/s/stopper.md,1,stopp,stem,
stopper,Words/s/stopper.md,2,er,suffix,人/比较级
storage,Words/s/storage.md,1,storage,word,
store-bought,Words/s/store-bought.md,1,store-bought,word,
store,Words/s/store.md,1,store,word,
stored,Words/s/stored.md,1,stor,stem,
stored,Words/s/stored.md,2,ed,suffix,过去/形容词
storefront,Words/s/storefront.md,1,storefront,word,
storeroom,Words/s/storeroom.md,1,storeroom,word,
storied,Words/s/storied.md,1,stori,stem,
storied,Words/s/storied.md,2,ed,suffix,过去/形容词
storm,Words/s/storm.md,1,storm,word,
stormy,Words/s/stormy.md,1,storm,stem,
stormy,Words/s/stormy.md,2,y,suffix,形容词/名词后缀
story,Words/s/story.md,1,stor,stem,
story,Words/s/story.md,2,y,suffix,形容词/名词后缀
storybook,Words/s/storybook.md,1,storybook,word,
storyteller,Words/s/storyteller.md,1,storytell,stem,
storyteller,Words/s/storyteller.md,2,er,suffix,人/比较级
storytelling,Words/s/storytelling.md,1,storytell,stem,
storytelling,Words/s/storytelling.md,2,ing,suffix,进行/名词
stout,Words/s/stout.md,1,stout,word,
stove,Words/s/stove.md,1,stove,word,
stow,Words/s/stow.md,1,stow,word,
straddle,Words/s/straddle.md,1,straddle,word,
straight,Words/s/straight.md,1,straight,word,
straighten,Words/s/straighten.md,1,straighten,word,
straightforward,Words/s/straightforward.md,1,straightforward,word,
strain,Words/s/strain.md,1,strain,word,
strained,Words/s/strained.md,1,strain,stem,
strained,Words/s/strained.md,2,ed,suffix,过去/形容词
strainer,Words/s/strainer.md,1,strain,stem,
strainer,Words/s/strainer.md,2,er,suffix,人/比较级
strait,Words/s/strait.md,1,strait,word,
strand,Words/s/strand.md,1,strand,word,
stranded,Words/s/stranded.md,1,strand,stem,
stranded,Words/s/stranded.md,2,ed,suffix,过去/形容词
strange,Words/s/strange.md,1,strange,word,
strangely,Words/s/strangely.md,1,strange,stem,
strangely,Words/s/strangely.md,2,ly,suffix,副词后缀
strangeness,Words/s/strangeness.md,1,strange,stem,
strangeness,Words/s/strangeness.md,2,ness,suffix,性质
stranger,Words/s/stranger.md,1,strang,stem,
stranger,Words/s/stranger.md,2,er,suffix,人/比较级
strangle,Words/s/strangle.md,1,strangle,word,
strap,Words/s/strap.md,1,strap,word,
strapping,Words/s/strapping.md,1,strapp,stem,
strapping,Words/s/strapping.md,2,ing,suffix,进行/名词
strategic,Words/s/strategic.md,1,strateg,stem,
strategic,Words/s/strategic.md,2,ic,suffix,形容词后缀
strategically,Words/s/strategically.md,1,strategical,stem,
strategically,Words/s/strategically.md,2,ly,suffix,副词后缀
strategist,Words/s/strategist.md,1,strateg,stem,
strategist,Words/s/strategist.md,2,ist,suffix,人
strategy,Words/s/strategy.md,1,strateg,stem,
strategy,Words/s/strategy.md,2,y,suffix,形容词/名词后缀
stratification,Words/s/stratification.md,1,fic,root,做
stratification,Words/s/stratification.md,2,ation,suffix,名词后缀
stratosphere,Words/s/stratosphere.md,1,stratosphere,word,
stratum,Words/s/stratum.md,1,stratum,word,
straw,Words/s/straw.md,1,straw,word,
strawberry,Words/s/strawberry.md,1,strawberr,stem,
strawberry,Words/s/strawberry.md,2,y,suffix,形容词/名词后缀
stray,Words/s/stray.md,1,stra,stem,
stray,Words/s/stray.md,2,y,suffix,形容词/名词后缀
streak,Words/s/streak.md,1,streak,word,
stream,Words/s/stream.md,1,stream,word,
streamer,Words/s/streamer.md,1,stream,stem,
streamer,Words/s/streamer.md,2,er,suffix,人/比较级
streamline,Words/s/streamline.md,1,streamline,word,
streamlined,Words/s/streamlined.md,1,streamlin,stem,
streamlined,Words/s/streamlined.md,2,ed,suffix,过去/形容词
street,Words/s/street.md,1,street,word,
streetcar,Words/s/streetcar.md,1,streetcar,word,
streetlight,Words/s/streetlight.md,1,streetlight,word,
strength,Words/s/strength.md,1,strength,word,
strengthen,Words/s/strengthen.md,1,strengthen,word,
strengthening,Words/s/strengthening.md,1,strengthen,stem,
strengthening,Words/s/strengthening.md,2,ing,suffix,进行/名词
strenuous,Words/s/strenuous.md,1,strenu,stem,
strenuous,Words/s/strenuous.md,2,ous,suffix,充满
stress,Words/s/stress.md,1,stress,word,
stressful,Words/s/stressful.md,1,stress,stem,
stressful,Words/s/stressful.md,2,ful,suffix,充满
stressor,Words/s/stressor.md,1,stress,stem,
stressor,Words/s/stressor.md,2,or,suffix,人/物
stretch,Words/s/stretch.md,1,stretch,word,
stretcher,Words/s/stretcher.md,1,stretch,stem,
stretcher,Words/s/stretcher.md,2,er,suffix,人/比较级
strew,Words/s/strew.md,1,strew,word,
stricken,Words/s/stricken.md,1,stricken,word,
strict,Words/s/strict.md,1,strict,word,
strictly,Words/s/strictly.md,1,strict,stem,
strictly,Words/s/strictly.md,2,ly,suffix,副词后缀
stricture,Words/s/stricture.md,1,strict,stem,
stricture,Words/s/stricture.md,2,ure,suffix,名词后缀
stride,Words/s/stride.md,1,stride,word,
strident,Words/s/strident.md,1,strid,stem,
strident,Words/s/strident.md,2,ent,suffix,人/物
strife,Words/s/strife.md,1,strife,word,
strike,Words/s/strike.md,1,strike,word,
strikeout,Words/s/strikeout.md,1,strikeout,word,
striker,Words/s/striker.md,1,strik,stem,
striker,Words/s/striker.md,2,er,suffix,人/比较级
striking,Words/s/striking.md,1,strik,stem,
striking,Words/s/striking.md,2,ing,suffix,进行/名词
strikingly,Words/s/strikingly.md,1,striking,stem,
strikingly,Words/s/strikingly.md,2,ly,suffix,副词后缀
string,Words/s/string.md,1,str,stem,
string,Words/s/string.md,2,ing,suffix,进行/名词
stringent,Words/s/stringent.md,1,string,stem,
stringent,Words/s/stringent.md,2,ent,suffix,人/物
stringy,Words/s/stringy.md,1,string,stem,
stringy,Words/s/stringy.md,2,y,suffix,形容词/名词后缀
strip,Words/s/strip.md,1,strip,word,
stripe,Words/s/stripe.md,1,stripe,word,
striped,Words/s/striped.md,1,strip,stem,
striped,Words/s/striped.md,2,ed,suffix,过去/形容词
stripped,Words/s/stripped.md,1,stripp,stem,
stripped,Words/s/stripped.md,2,ed,suffix,过去/形容词
stripper,Words/s/stripper.md,1,stripp,stem,
stripper,Words/s/stripper.md,2,er,suffix,人/比较级
strive,Words/s/strive.md,1,str,stem,
strive,Words/s/strive.md,2,ive,suffix,形容词后缀
stroke,Words/s/stroke.md,1,stroke,word,
stroll,Words/s/stroll.md,1,stroll,word,
stroller,Words/s/stroller.md,1,stroll,stem,
stroller,Words/s/stroller.md,2,er,suffix,人/比较级
strong,Words/s/strong.md,1,strong,word,
stronghold,Words/s/stronghold.md,1,stronghold,word,
strongly,Words/s/strongly.md,1,strong,stem,
strongly,Words/s/strongly.md,2,ly,suffix,副词后缀
structural,Words/s/structural.md,1,struct,root,建造
structural,Words/s/structural.md,2,al,suffix,形容词/名词后缀
structurally,Words/s/structurally.md,1,struct,root,建造
structurally,Words/s/structurally.md,2,ly,suffix,副词后缀
structure,Words/s/structure.md,1,struct,root,建造
structure,Words/s/structure.md,2,ure,suffix,名词后缀
structured,Words/s/structured.md,1,struct,root,建造
structured,Words/s/structured.md,2,ed,suffix,过去/形容词
struggle,Words/s/struggle.md,1,struggle,word,
struggling,Words/s/struggling.md,1,struggl,stem,
struggling,Words/s/struggling.md,2,ing,suffix,进行/名词
strum,Words/s/strum.md,1,strum,word,
strut,Words/s/strut.md,1,strut,word,
stub,Words/s/stub.md,1,stub,word,
stubble,Words/s/stubble.md,1,stubble,word,
stubborn,Words/s/stubborn.md,1,stubborn,word,
stubbornly,Words/s/stubbornly.md,1,stubborn,stem,
stubbornly,Words/s/stubbornly.md,2,ly,suffix,副词后缀
stubbornness,Words/s/stubbornness.md,1,stubborn,stem,
stubbornness,Words/s/stubbornness.md,2,ness,suffix,性质
stubby,Words/s/stubby.md,1,stubb,stem,
stubby,Words/s/stubby.md,2,y,suffix,形容词/名词后缀
stucco,Words/s/stucco.md,1,stucco,word,
stuck,Words/s/stuck.md,1,stuck,word,
stud,Words/s/stud.md,1,stud,word,
student-athlete,Words/s/student-athlete.md,1,student-athlete,word,
student,Words/s/student.md,1,stud,stem,
student,Words/s/student.md,2,ent,suffix,人/物
studied,Words/s/studied.md,1,studi,stem,
studied,Words/s/studied.md,2,ed,suffix,过去/形容词
studio,Words/s/studio.md,1,studio,word,
study,Words/s/study.md,1,stud,stem,
study,Words/s/study.md,2,y,suffix,形容词/名词后缀
stuff,Words/s/stuff.md,1,stuff,word,
stuffed,Words/s/stuffed.md,1,stuff,stem,
stuffed,Words/s/stuffed.md,2,ed,suffix,过去/形容词
stuffing,Words/s/stuffing.md,1,stuff,stem,
stuffing,Words/s/stuffing.md,2,ing,suffix,进行/名词
stuffy,Words/s/stuffy.md,1,stuff,stem,
stuffy,Words/s/stuffy.md,2,y,suffix,形容词/名词后缀
stumble,Words/s/stumble.md,1,stumble,word,
stumbling,Words/s/stumbling.md,1,stumbl,stem,
stumbling,Words/s/stumbling.md,2,ing,suffix,进行/名词
stump,Words/s/stump.md,1,stump,word,
stun,Words/s/stun.md,1,stun,word,
stunned,Words/s/stunned.md,1,stunn,stem,
stunned,Words/s/stunned.md,2,ed,suffix,过去/形容词
stunning,Words/s/stunning.md,1,stunn,stem,
stunning,Words/s/stunning.md,2,ing,suffix,进行/名词
stunningly,Words/s/stunningly.md,1,stunning,stem,
stunningly,Words/s/stunningly.md,2,ly,suffix,副词后缀
stunt,Words/s/stunt.md,1,stunt,word,
stunted,Words/s/stunted.md,1,stunt,stem,
stunted,Words/s/stunted.md,2,ed,suffix,过去/形容词
stupid,Words/s/stupid.md,1,stupid,word,
stupidity,Words/s/stupidity.md,1,stupid,stem,
stupidity,Words/s/stupidity.md,2,ity,suffix,性质
sturdy,Words/s/sturdy.md,1,sturd,stem,
sturdy,Words/s/sturdy.md,2,y,suffix,形容词/名词后缀
sturgeon,Words/s/sturgeon.md,1,sturgeon,word,
stutter,Words/s/stutter.md,1,stutt,stem,
stutter,Words/s/stutter.md,2,er,suffix,人/比较级
style,Words/s/style.md,1,style,word,
styling,Words/s/styling.md,1,styl,stem,
styling,Words/s/styling.md,2,ing,suffix,进行/名词
stylish,Words/s/stylish.md,1,stylish,word,
stylist,Words/s/stylist.md,1,styl,stem,
stylist,Words/s/stylist.md,2,ist,suffix,人
stylistic,Words/s/stylistic.md,1,stylist,stem,
stylistic,Words/s/stylistic.md,2,ic,suffix,形容词后缀
stylized,Words/s/stylized.md,1,styliz,stem,
stylized,Words/s/stylized.md,2,ed,suffix,过去/形容词
stymie,Words/s/stymie.md,1,stymie,word,
sub-saharan,Words/s/sub-saharan.md,1,sub,prefix,下
sub-saharan,Words/s/sub-saharan.md,2,-saharan,stem,
sub,Words/s/sub.md,1,sub,word,
subcategory,Words/s/subcategory.md,1,sub,prefix,下
subcategory,Words/s/subcategory.md,2,categor,stem,
subcategory,Words/s/subcategory.md,3,y,suffix,形容词/名词后缀
subcommittee,Words/s/subcommittee.md,1,sub,prefix,下
subcommittee,Words/s/subcommittee.md,2,mit,root,送
subconscious,Words/s/subconscious.md,1,sub,prefix,下
subconscious,Words/s/subconscious.md,2,consci,stem,
subconscious,Words/s/subconscious.md,3,ous,suffix,充满
subcontractor,Words/s/subcontractor.md,1,sub,prefix,下
subcontractor,Words/s/subcontractor.md,2,tract,root,拉
subcontractor,Words/s/subcontractor.md,3,or,suffix,人/物
subculture,Words/s/subculture.md,1,sub,prefix,下
subculture,Words/s/subculture.md,2,cult,stem,
subculture,Words/s/subculture.md,3,ure,suffix,名词后缀
subdivide,Words/s/subdivide.md,1,sub,prefix,下
subdivide,Words/s/subdivide.md,2,vid,root,看
subdivision,Words/s/subdivision.md,1,sub,prefix,下
subdivision,Words/s/subdivision.md,2,divi,stem,
subdivision,Words/s/subdivision.md,3,sion,suffix,名词后缀
subdue,Words/s/subdue.md,1,sub,prefix,下
subdue,Words/s/subdue.md,2,due,stem,
subdued,Words/s/subdued.md,1,sub,prefix,下
subdued,Words/s/subdued.md,2,dued,stem,
subgroup,Words/s/subgroup.md,1,sub,prefix,下
subgroup,Words/s/subgroup.md,2,group,stem,
subject,Words/s/subject.md,1,sub,prefix,下
subject,Words/s/subject.md,2,ject,root,投
subjective,Words/s/subjective.md,1,sub,prefix,下
subjective,Words/s/subjective.md,2,ject,root,投
subjective,Words/s/subjective.md,3,ive,suffix,形容词后缀
subjectivity,Words/s/subjectivity.md,1,sub,prefix,下
subjectivity,Words/s/subjectivity.md,2,ject,root,投
subjectivity,Words/s/subjectivity.md,3,ity,suffix,性质
sublime,Words/s/sublime.md,1,sub,prefix,下
sublime,Words/s/sublime.md,2,lime,stem,
submarine,Words/s/submarine.md,1,sub,prefix,下
submarine,Words/s/submarine.md,2,marine,stem,
submerge,Words/s/submerge.md,1,sub,prefix,下
submerge,Words/s/submerge.md,2,merge,stem,
submerged,Words/s/submerged.md,1,sub,prefix,下
submerged,Words/s/submerged.md,2,merg,stem,
submerged,Words/s/submerged.md,3,ed,suffix,过去/形容词
submission,Words/s/submission.md,1,sub,prefix,下
submission,Words/s/submission.md,2,mis,stem,
submission,Words/s/submission.md,3,sion,suffix,名词后缀
submissive,Words/s/submissive.md,1,sub,prefix,下
submissive,Words/s/submissive.md,2,miss,root,送
submissive,Words/s/submissive.md,3,ive,suffix,形容词后缀
submit,Words/s/submit.md,1,sub,prefix,下
submit,Words/s/submit.md,2,mit,root,送
subordinate,Words/s/subordinate.md,1,sub,prefix,下
subordinate,Words/s/subordinate.md,2,ordinate,stem,
subordination,Words/s/subordination.md,1,sub,prefix,下
subordination,Words/s/subordination.md,2,ordin,stem,
subordination,Words/s/subordination.md,3,ation,suffix,名词后缀
subpoena,Words/s/subpoena.md,1,sub,prefix,下
subpoena,Words/s/subpoena.md,2,poena,stem,
subprime,Words/s/subprime.md,1,sub,prefix,下
subprime,Words/s/subprime.md,2,prime,stem,
subscale,Words/s/subscale.md,1,sub,prefix,下
subscale,Words/s/subscale.md,2,scale,stem,
subscribe,Words/s/subscribe.md,1,sub,prefix,下
subscribe,Words/s/subscribe.md,2,scrib,root,写
subscriber,Words/s/subscriber.md,1,sub,prefix,下
subscriber,Words/s/subscriber.md,2,scrib,root,写
subscriber,Words/s/subscriber.md,3,er,suffix,人/比较级
subscription,Words/s/subscription.md,1,sub,prefix,下
subscription,Words/s/subscription.md,2,scrip,stem,
subscription,Words/s/subscription.md,3,tion,suffix,名词后缀
subsequent,Words/s/subsequent.md,1,sub,prefix,下
subsequent,Words/s/subsequent.md,2,sequ,stem,
subsequent,Words/s/subsequent.md,3,ent,suffix,人/物
subsequently,Words/s/subsequently.md,1,sub,prefix,下
subsequently,Words/s/subsequently.md,2,sequent,stem,
subsequently,Words/s/subsequently.md,3,ly,suffix,副词后缀
subset,Words/s/subset.md,1,sub,prefix,下
subset,Words/s/subset.md,2,set,stem,
subside,Words/s/subside.md,1,sub,prefix,下
subside,Words/s/subside.md,2,side,stem,
subsidiary,Words/s/subsidiary.md,1,sub,prefix,下
subsidiary,Words/s/subsidiary.md,2,sidi,stem,
subsidiary,Words/s/subsidiary.md,3,ary,suffix,有关
subsidize,Words/s/subsidize.md,1,sub,prefix,下
subsidize,Words/s/subsidize.md,2,sid,stem,
subsidize,Words/s/subsidize.md,3,ize,suffix,使成为
subsidized,Words/s/subsidized.md,1,sub,prefix,下
subsidized,Words/s/subsidized.md,2,sidiz,stem,
subsidized,Words/s/subsidized.md,3,ed,suffix,过去/形容词
subsidy,Words/s/subsidy.md,1,sub,prefix,下
subsidy,Words/s/subsidy.md,2,sid,stem,
subsidy,Words/s/subsidy.md,3,y,suffix,形容词/名词后缀
subsist,Words/s/subsist.md,1,sub,prefix,下
subsist,Words/s/subsist.md,2,sist,stem,
subsistence,Words/s/subsistence.md,1,sub,prefix,下
subsistence,Words/s/subsistence.md,2,sist,stem,
subsistence,Words/s/subsistence.md,3,ence,suffix,名词后缀
substance,Words/s/substance.md,1,sub,prefix,下
substance,Words/s/substance.md,2,stance,stem,
substandard,Words/s/substandard.md,1,sub,prefix,下
substandard,Words/s/substandard.md,2,standard,stem,
substantial,Words/s/substantial.md,1,sub,prefix,下
substantial,Words/s/substantial.md,2,stanti,stem,
substantial,Words/s/substantial.md,3,al,suffix,形容词/名词后缀
substantially,Words/s/substantially.md,1,sub,prefix,下
substantially,Words/s/substantially.md,2,stantial,stem,
substantially,Words/s/substantially.md,3,ly,suffix,副词后缀
substantiate,Words/s/substantiate.md,1,sub,prefix,下
substantiate,Words/s/substantiate.md,2,stantiate,stem,
substantive,Words/s/substantive.md,1,sub,prefix,下
substantive,Words/s/substantive.md,2,stant,stem,
substantive,Words/s/substantive.md,3,ive,suffix,形容词后缀
substitute,Words/s/substitute.md,1,sub,prefix,下
substitute,Words/s/substitute.md,2,stitute,stem,
substitution,Words/s/substitution.md,1,sub,prefix,下
substitution,Words/s/substitution.md,2,stitu,stem,
substitution,Words/s/substitution.md,3,tion,suffix,名词后缀
substrate,Words/s/substrate.md,1,sub,prefix,下
substrate,Words/s/substrate.md,2,strate,stem,
subsume,Words/s/subsume.md,1,sub,prefix,下
subsume,Words/s/subsume.md,2,sume,stem,
subsystem,Words/s/subsystem.md,1,sub,prefix,下
subsystem,Words/s/subsystem.md,2,system,stem,
subterranean,Words/s/subterranean.md,1,sub,prefix,下
subterranean,Words/s/subterranean.md,2,terranean,stem,
subtest,Words/s/subtest.md,1,sub,prefix,下
subtest,Words/s/subtest.md,2,test,stem,
subtext,Words/s/subtext.md,1,sub,prefix,下
subtext,Words/s/subtext.md,2,text,stem,
subtitle,Words/s/subtitle.md,1,sub,prefix,下
subtitle,Words/s/subtitle.md,2,title,stem,
subtle,Words/s/subtle.md,1,sub,prefix,下
subtle,Words/s/subtle.md,2,tle,stem,
subtlety,Words/s/subtlety.md,1,sub,prefix,下
subtlety,Words/s/subtlety.md,2,tle,stem,
subtlety,Words/s/subtlety.md,3,ty,suffix,性质
subtly,Words/s/subtly.md,1,sub,prefix,下
subtly,Words/s/subtly.md,2,tly,stem,
subtract,Words/s/subtract.md,1,sub,prefix,下
subtract,Words/s/subtract.md,2,tract,root,拉
suburb,Words/s/suburb.md,1,sub,prefix,下
suburb,Words/s/suburb.md,2,urb,stem,
suburban,Words/s/suburban.md,1,sub,prefix,下
suburban,Words/s/suburban.md,2,urban,stem,
suburbia,Words/s/suburbia.md,1,sub,prefix,下
suburbia,Words/s/suburbia.md,2,urbia,stem,
subversion,Words/s/subversion.md,1,sub,prefix,下
subversion,Words/s/subversion.md,2,ver,stem,
subversion,Words/s/subversion.md,3,sion,suffix,名词后缀
subversive,Words/s/subversive.md,1,sub,prefix,下
subversive,Words/s/subversive.md,2,vers,stem,
subversive,Words/s/subversive.md,3,ive,suffix,形容词后缀
subvert,Words/s/subvert.md,1,sub,prefix,下
subvert,Words/s/subvert.md,2,vert,stem,
subway,Words/s/subway.md,1,sub,prefix,下
subway,Words/s/subway.md,2,way,stem,
succeed,Words/s/succeed.md,1,succe,stem,
succeed,Words/s/succeed.md,2,ed,suffix,过去/形容词
succeeding,Words/s/succeeding.md,1,ceed,root,走
succeeding,Words/s/succeeding.md,2,ing,suffix,进行/名词
success,Words/s/success.md,1,cess,root,走
successful,Words/s/successful.md,1,cess,root,走
successful,Words/s/successful.md,2,ful,suffix,充满
successfully,Words/s/successfully.md,1,cess,root,走
successfully,Words/s/successfully.md,2,ly,suffix,副词后缀
succession,Words/s/succession.md,1,succes,stem,
succession,Words/s/succession.md,2,sion,suffix,名词后缀
successive,Words/s/successive.md,1,cess,root,走
successive,Words/s/successive.md,2,ive,suffix,形容词后缀
successor,Words/s/successor.md,1,cess,root,走
successor,Words/s/successor.md,2,or,suffix,人/物
succinctly,Words/s/succinctly.md,1,succinct,stem,
succinctly,Words/s/succinctly.md,2,ly,suffix,副词后缀
succulent,Words/s/succulent.md,1,succul,stem,
succulent,Words/s/succulent.md,2,ent,suffix,人/物
succumb,Words/s/succumb.md,1,succumb,word,
such,Words/s/such.md,1,such,word,
suck,Words/s/suck.md,1,suck,word,
sucker,Words/s/sucker.md,1,suck,stem,
sucker,Words/s/sucker.md,2,er,suffix,人/比较级
suction,Words/s/suction.md,1,suc,stem,
suction,Words/s/suction.md,2,tion,suffix,名词后缀
sudanese,Words/s/sudanese.md,1,sudanese,word,
sudden,Words/s/sudden.md,1,sudden,word,
suddenly,Words/s/suddenly.md,1,sudden,stem,
suddenly,Words/s/suddenly.md,2,ly,suffix,副词后缀
sue,Words/s/sue.md,1,sue,word,
suede,Words/s/suede.md,1,suede,word,
suffer,Words/s/suffer.md,1,suff,stem,
suffer,Words/s/suffer.md,2,er,suffix,人/比较级
sufferer,Words/s/sufferer.md,1,suffer,stem,
sufferer,Words/s/sufferer.md,2,er,suffix,人/比较级
suffering,Words/s/suffering.md,1,suffer,stem,
suffering,Words/s/suffering.md,2,ing,suffix,进行/名词
suffice,Words/s/suffice.md,1,fic,root,做
sufficient,Words/s/sufficient.md,1,fic,root,做
sufficient,Words/s/sufficient.md,2,ent,suffix,人/物
sufficiently,Words/s/sufficiently.md,1,fic,root,做
sufficiently,Words/s/sufficiently.md,2,ly,suffix,副词后缀
suffocate,Words/s/suffocate.md,1,suffocate,word,
suffrage,Words/s/suffrage.md,1,suffrage,word,
suffuse,Words/s/suffuse.md,1,suffuse,word,
sugar,Words/s/sugar.md,1,sugar,word,
sugary,Words/s/sugary.md,1,sug,stem,
sugary,Words/s/sugary.md,2,ary,suffix,有关
suggest,Words/s/suggest.md,1,suggest,word,
suggested,Words/s/suggested.md,1,suggest,stem,
suggested,Words/s/suggested.md,2,ed,suffix,过去/形容词
suggestion,Words/s/suggestion.md,1,sugges,stem,
suggestion,Words/s/suggestion.md,2,tion,suffix,名词后缀
suggestive,Words/s/suggestive.md,1,suggest,stem,
suggestive,Words/s/suggestive.md,2,ive,suffix,形容词后缀
suicidal,Words/s/suicidal.md,1,cid,root,落/切
suicidal,Words/s/suicidal.md,2,al,suffix,形容词/名词后缀
suicide,Words/s/suicide.md,1,cid,root,落/切
suit,Words/s/suit.md,1,suit,word,
suitability,Words/s/suitability.md,1,suit,stem,
suitability,Words/s/suitability.md,2,ability,suffix,能力
suitable,Words/s/suitable.md,1,suit,stem,
suitable,Words/s/suitable.md,2,able,suffix,可
suitably,Words/s/suitably.md,1,suitab,stem,
suitably,Words/s/suitably.md,2,ly,suffix,副词后缀
suitcase,Words/s/suitcase.md,1,suitcase,word,
suite,Words/s/suite.md,1,suite,word,
suitor,Words/s/suitor.md,1,suit,stem,
suitor,Words/s/suitor.md,2,or,suffix,人/物
sulfur,Words/s/sulfur.md,1,sulfur,word,
sulk,Words/s/sulk.md,1,sulk,word,
sullen,Words/s/sullen.md,1,sullen,word,
sully,Words/s/sully.md,1,sul,stem,
sully,Words/s/sully.md,2,ly,suffix,副词后缀
sultan,Words/s/sultan.md,1,sultan,word,
sultry,Words/s/sultry.md,1,sultr,stem,
sultry,Words/s/sultry.md,2,y,suffix,形容词/名词后缀
sum,Words/s/sum.md,1,sum,word,
summarily,Words/s/summarily.md,1,summari,stem,
summarily,Words/s/summarily.md,2,ly,suffix,副词后缀
summarize,Words/s/summarize.md,1,summar,stem,
summarize,Words/s/summarize.md,2,ize,suffix,使成为
summary,Words/s/summary.md,1,summ,stem,
summary,Words/s/summary.md,2,ary,suffix,有关
summation,Words/s/summation.md,1,summ,stem,
summation,Words/s/summation.md,2,ation,suffix,名词后缀
summer,Words/s/summer.md,1,summ,stem,
summer,Words/s/summer.md,2,er,suffix,人/比较级
summertime,Words/s/summertime.md,1,summertime,word,
summit,Words/s/summit.md,1,mit,root,送
summon,Words/s/summon.md,1,summon,word,
summons,Words/s/summons.md,1,summons,word,
