id,word,example_no,sentence,translation,word_meaning
012270,settee,3,He bought a new settee for the guest room.,他为客房买了一张新的长椅。,长椅
012271,setting,1,The setting of the story is a small town in the 19th century.,这个故事的背景设定在 19 世纪的一个小镇。,背景；环境
012271,setting,2,She chose a beautiful setting for the picnic.,她为野餐选了一个美丽的地点。,地点；场所
012271,setting,3,The diamond ring has an exquisite setting.,这枚钻戒有精致的镶嵌底座。,镶嵌；底座
012272,settle,1,They decided to settle in a small town.,他们决定在一个小镇定居。,定居
012272,settle,2,Let\'s settle this dispute peacefully.,让我们和平解决这场争端。,解决
012272,settle,3,The dust finally settled after the windstorm.,风暴过后，尘土终于落定了。,落定；平息
012273,settled,1,They finally settled in a small town.,他们最终在一个小镇定居下来。,定居
012273,settled,2,The matter has been settled.,这件事已经解决了。,解决
012273,settled,3,He settled down to read his book.,他安下心来读书。,安下心来
012274,settlement,1,The settlement of the dispute was reached after long negotiations.,经过长时间的谈判，争端得到了解决。,解决；处理
012274,settlement,2,They built a new settlement on the edge of the desert.,他们在沙漠边缘建立了一个新的定居点。,定居点；殖民地
012274,settlement,3,The insurance company made a settlement with the claimant.,保险公司与索赔人达成了和解。,和解；协议
012275,settler,1,The early settlers faced many hardships in the new land.,早期的定居者在新土地上面临许多困难。,定居者
012275,settler,2,The settlers built houses and started farms.,这些定居者建造房屋并开办农场。,定居者
012275,settler,3,The native people had conflicts with the settlers.,当地人与定居者发生了冲突。,定居者
012276,setup,1,The setup of the new computer system was quite complex.,新电脑系统的设置相当复杂。,设置；配置
012276,setup,2,This is a perfect setup for a surprise party.,这是举办惊喜派对的绝佳安排。,安排；布局
012276,setup,3,The criminal\'s setup was finally exposed by the police.,罪犯的阴谋最终被警方揭露了。,阴谋；圈套
012277,seven,1,There are seven days in a week.,一周有七天。,七
012277,seven,2,She is seven years old.,她七岁了。,七
012277,seven,3,The bus has seven seats.,这辆公共汽车有七个座位。,七
012278,seventeen,1,I am seventeen years old.,我十七岁了。,十七
012278,seventeen,2,There are seventeen students in the classroom.,教室里有十七个学生。,十七
012278,seventeen,3,She bought seventeen apples at the market.,她在市场买了十七个苹果。,十七
012279,seventeenth,1,The seventeenth chapter of this book is very interesting.,这本书的第十七章非常有趣。,第十七
012279,seventeenth,2,He came in seventeenth in the race.,他在比赛中获得第十七名。,第十七
012279,seventeenth,3,My birthday is on the seventeenth of June.,我的生日在六月十七日。,第十七
012280,seventh,1,This is my seventh birthday party.,这是我的第七个生日聚会。,第七
012280,seventh,2,He came in seventh in the race.,他在赛跑中得了第七名。,第七
012280,seventh,3,The seventh chapter of this book is very interesting.,这本书的第七章非常有趣。,第七
012281,seventy,1,There are about seventy people in the room.,房间里大约有七十个人。,七十
012281,seventy,2,She is over seventy years old.,她七十多岁了。,七十
012281,seventy,3,Seventy percent of the students passed the exam.,百分之七十的学生通过了考试。,七十
012282,sever,1,The rope was severed in the middle.,绳子在中间断了。,切断；割断
012282,sever,2,He decided to sever his ties with the corrupt organization.,他决定断绝与那个腐败组织的关系。,断绝；中断
012282,sever,3,The accident severed her leg from her body.,那场事故使她的腿和身体分离了。,使分离；分开
012283,several,1,I have several books on history.,我有几本关于历史的书。,几个；数个
012283,several,2,Several people were injured in the accident.,有几个人在事故中受伤了。,几个；若干
012283,several,3,She received several gifts on her birthday.,她在生日那天收到了几份礼物。,几个；一些
012284,severance,1,The company offered a severance package to the laid-off employees.,公司给被解雇的员工提供了一笔离职金。,离职金；解雇费
012284,severance,2,His severance from the team was unexpected.,他与团队的分离出乎意料。,分离；断绝
012284,severance,3,The severance of ties between the two countries caused economic problems.,两国之间关系的断绝导致了经济问题。,断绝；中断
012285,severe,1,The patient is suffering from a severe headache.,这位患者正遭受严重的头痛。,严重的
012285,severe,2,The judge handed down a severe punishment for the crime.,法官对这项罪行作出了严厉的惩罚。,严厉的
012285,severe,3,The area was hit by a severe storm last night.,昨晚这个地区遭受了一场强烈的暴风雨袭击。,强烈的
012286,severely,1,The patient was severely ill and needed immediate medical attention.,这位病人病得很重，需要立即就医。,严重地
012286,severely,2,The company was severely criticized for its environmental pollution.,这家公司因其环境污染受到了严厉的批评。,严厉地
012286,severely,3,The earthquake severely damaged many buildings in the city.,地震严重损坏了这座城市的许多建筑。,严重地
012287,severity,1,The severity of the disease made him very weak.,疾病的严重程度使他非常虚弱。,严重；严重程度
012287,severity,2,We were shocked by the severity of the punishment.,我们对惩罚的严厉程度感到震惊。,严厉；严格
012287,severity,3,The severity of the storm caused a lot of damage.,风暴的剧烈程度造成了大量的破坏。,剧烈；猛烈
012288,sew,1,She sews beautiful dresses for her daughter.,她为她的女儿缝制漂亮的连衣裙。,缝制
012288,sew,2,The tailor sews suits very well.,这位裁缝缝制西装非常好。,缝制
012288,sew,3,He learned to sew when he was young.,他年轻时学会了缝纫。,缝纫
012289,sewage,1,The city is working on improving the sewage treatment system.,这座城市正在努力改进污水处理系统。,污水；污物
012289,sewage,2,The smell of sewage was overpowering near the river.,河边的污水气味令人难以忍受。,污水
012289,sewage,3,The factory was fined for discharging untreated sewage into the ocean.,这家工厂因向海洋排放未经处理的污水而被罚款。,污水
012290,sewer,1,The sewer was blocked and the smell was unbearable.,下水道被堵塞了，气味难以忍受。,下水道
012290,sewer,2,The workers are repairing the sewer system in the city.,工人们正在维修城市的下水道系统。,下水道
012290,sewer,3,She accidentally dropped her ring into the sewer.,她不小心把戒指掉进了下水道。,下水道
012291,sewing,1,She is good at sewing and can make beautiful dresses.,她擅长缝纫，能做出漂亮的连衣裙。,缝纫
012291,sewing,2,The sewing machine broke down and needed to be repaired.,这台缝纫机坏了，需要修理。,缝纫（的动作）
012291,sewing,3,I spent the whole afternoon doing sewing.,我整个下午都在做缝纫活。,缝纫（的活动）
012292,sex,1,The baby\'s sex was unknown until the birth.,婴儿的性别在出生前是未知的。,性别
012292,sex,2,She is very concerned about gender equality and sex discrimination.,她非常关注性别平等和性别歧视。,性别
012292,sex,3,They had sex last night.,他们昨晚发生了性行为。,性行为
012293,sexism,1,Sexism still exists in many workplaces.,性别歧视在许多工作场所仍然存在。,性别歧视
012293,sexism,2,She spoke out against sexism in the entertainment industry.,她公开反对娱乐业中的性别歧视。,性别歧视
012293,sexism,3,We need to fight against all forms of sexism to achieve true equality.,我们需要与各种形式的性别歧视作斗争，以实现真正的平等。,性别歧视
012294,sexist,1,The company was accused of having a sexist hiring policy.,这家公司被指责有性别歧视的招聘政策。,性别歧视的
012294,sexist,2,His sexist remarks caused a public outcry.,他性别歧视的言论引起了公众的强烈抗议。,性别歧视的
012294,sexist,3,We should fight against sexist behavior in the workplace.,我们应该在工作场所反对性别歧视的行为。,性别歧视的
012295,sexual,1,Sexual harassment is a serious issue in the workplace.,性骚扰在工作场所是一个严重的问题。,性的；与性有关的
012295,sexual,2,She has a very open attitude towards sexual matters.,她对性方面的事情态度非常开放。,性的；与性有关的
012295,sexual,3,The book explores various aspects of sexual relationships.,这本书探讨了性关系的各个方面。,性的；与性有关的
012296,sexuality,1,She is comfortable discussing her sexuality openly.,她坦然地讨论自己的性取向。,性取向
012296,sexuality,2,The book explores different aspects of human sexuality.,这本书探讨了人类性方面的不同层面。,性方面
012296,sexuality,3,His research focuses on the evolution of sexuality in animals.,他的研究重点是动物性行为的演变。,性行为
012297,sexually,1,He was accused of sexually assaulting the woman.,他被指控对这名女子进行性侵犯。,以性的方式；与性有关地
012297,sexually,2,The advertisement was considered sexually suggestive.,这个广告被认为有性暗示。,在性方面；涉及性地
012297,sexually,3,She is very open sexually.,她在性方面很开放。,在性方面
012298,sexy,1,She looks very sexy in that dress.,她穿那件连衣裙看起来很性感。,性感的
012298,sexy,2,The new car has a sexy design.,这辆新车有个迷人的设计。,迷人的；吸引人的
012298,sexy,3,His voice is so sexy that many girls are attracted.,他的嗓音很性感，吸引了很多女孩。,有魅力的；性感的
012299,shabby,1,The old man was dressed in shabby clothes.,这位老人穿着破旧的衣服。,破旧的
012299,shabby,2,The room looked shabby and in need of a makeover.,这个房间看起来很破旧，需要重新装修。,破旧的；破败的
012299,shabby,3,His behavior was shabby and ungentlemanly.,他的行为卑鄙且没有绅士风度。,卑鄙的；不光彩的
012300,shack,1,They lived in a small shack by the river.,他们住在河边的一个小棚屋里。,棚屋；简陋的小屋
012300,shack,2,The old man\'s shack was in a state of disrepair.,那位老人的棚屋年久失修。,棚屋；简陋的小屋
012300,shack,3,She escaped from the shack and ran towards the forest.,她从棚屋里逃出来，朝森林跑去。,棚屋；简陋的小屋
012301,shackle,1,The prisoner was shackled to the wall.,那个囚犯被铐在了墙上。,用镣铐锁住
012301,shackle,2,She felt shackled by her responsibilities at work.,她觉得自己被工作责任束缚住了。,束缚；限制
012301,shackle,3,The new law is intended to shackle the power of big companies.,新法律旨在限制大公司的权力。,限制；约束
012302,shade,1,The tree provides shade from the hot sun.,这棵树为人们遮挡炎热的阳光。,阴凉处；背阴
012302,shade,2,She sat in the shade of the umbrella.,她坐在伞的阴凉下。,阴凉；阴影
012302,shade,3,The artist used different shades of blue to create the effect of depth.,这位艺术家使用了不同深浅的蓝色来营造出深度的效果。,色调；色度
012303,shadow,1,The tree cast a long shadow on the ground.,这棵树在地上投下了长长的影子。,影子
012303,shadow,2,She lived in the shadow of her famous sister.,她活在她那出名的姐姐的阴影之下。,阴影；暗处
012303,shadow,3,He followed her like a shadow.,他如影随形地跟着她。,如影随形的人（或物）
012304,shadowy,1,The figure moved in the shadowy corner of the room.,那个身影在房间昏暗的角落里移动。,昏暗的
012304,shadowy,2,His past is rather shadowy.,他的过去相当模糊不清。,模糊的；朦胧的
012304,shadowy,3,The shadowy outline of a mountain could be seen in the distance.,远处可以看到一座山的朦胧轮廓。,朦胧的
012305,shady,1,The old man sat in the shady corner of the park.,这位老人坐在公园的阴凉角落里。,阴凉的
012305,shady,2,He\'s involved in some shady business deals.,他卷入了一些不正当的商业交易。,不正当的；可疑的
012305,shady,3,The street was lined with shady trees.,街道两旁种着成荫的树。,成荫的
012306,shaft,1,The elevator shaft was dark and narrow.,电梯井又黑又窄。,井状通道
012306,shaft,2,He held the golf club by the shaft.,他握住高尔夫球杆的杆身。,杆；柄；轴
012306,shaft,3,The miner descended into the shaft to start his work.,矿工下到矿井里开始工作。,矿井
012307,shaggy,1,The dog has a shaggy coat.,这只狗有一身蓬乱的毛。,蓬乱的；毛发粗浓而杂乱的
012307,shaggy,2,He wore a shaggy sweater.,他穿着一件毛茸茸的毛衣。,毛茸茸的；长满蓬乱毛发的
012307,shaggy,3,The shaggy man looked tired.,这个毛发蓬乱的男人看起来很疲惫。,毛发蓬乱的
012308,shake,1,The earthquake made the ground shake.,地震使地面摇晃。,摇晃；震动
012308,shake,2,She shook her head in disagreement.,她摇头表示不同意。,摇动；抖动
012308,shake,3,He couldn\'t shake off the feeling of sadness.,他无法摆脱悲伤的情绪。,摆脱；去除
012309,shaker,1,She used a salt shaker to sprinkle salt on the fries.,她用一个盐瓶往薯条上撒盐。,盐瓶；摇动器
012309,shaker,2,The cocktail shaker was filled with ice and ingredients.,鸡尾酒摇酒器里装满了冰块和配料。,鸡尾酒摇酒器
012309,shaker,3,He is a shaker in the world of fashion.,他是时尚界的弄潮儿。,引起震动的人；革新者
012310,shaking,1,The earthquake caused the buildings to be shaking.,地震导致建筑物在摇晃。,摇晃，颤动
012310,shaking,2,She was shaking with fear when she saw the snake.,当她看到那条蛇时，她害怕得发抖。,发抖，颤抖
012310,shaking,3,He was shaking the bottle vigorously to mix the contents.,他用力摇晃瓶子以混合里面的东西。,摇动，晃动
012311,shaky,1,The table is shaky and might collapse at any moment.,这张桌子摇摇晃晃的，随时可能倒塌。,摇晃的；不稳定的
012311,shaky,2,Her voice was shaky as she told the story.,她讲故事时声音颤抖。,颤抖的；发抖的
012311,shaky,3,The economy remains shaky and needs further support.,经济仍然不稳定，需要进一步的支持。,不稳定的；不稳固的
012312,shale,1,The area is rich in shale deposits.,这个地区有丰富的页岩矿床。,页岩
012312,shale,2,The shale cliffs are prone to erosion.,页岩峭壁容易受到侵蚀。,页岩
012312,shale,3,They are extracting oil from shale.,他们正在从页岩中提取石油。,页岩
012313,shall,1,I shall go to the party tonight.,我今晚将去参加聚会。,将，会（表示将来）
012313,shall,2,Shall we have a picnic this weekend?,这个周末我们去野餐好吗？,（用于第一人称，表示征求对方意见）
012313,shall,3,You shall obey the rules.,你应当遵守规则。,应当，应该
012314,shallot,1,I need to chop some shallots for the salad.,我需要为沙拉切一些葱。,葱
012314,shallot,2,The shallot adds a nice flavor to the dish.,葱为这道菜增添了美妙的味道。,葱
012314,shallot,3,She bought a bunch of shallots from the market.,她从市场买了一把葱。,葱
012315,shallow,1,"The river is quite shallow here, so it\'s safe to cross.",这条河在这里很浅，所以过河是安全的。,浅的
012315,shallow,2,She has a shallow understanding of the subject.,她对这个主题的理解很肤浅。,肤浅的
012315,shallow,3,The shallow dish is perfect for holding nuts.,这个浅盘子非常适合放坚果。,浅的
012316,sham,1,The man\'s kindness was a sham; he was actually very selfish.,这个男人的善良是假的；实际上他非常自私。,虚假；伪装
012316,sham,2,She exposed the sham marriage for what it was.,她揭露了这场假婚姻的真面目。,骗局；假冒
012316,sham,3,His excuse was a complete sham.,他的借口完全是个幌子。,幌子；借口
012317,shaman,1,The shaman performed a ritual to heal the sick.,这位萨满巫师举行了一场仪式来治愈病人。,萨满巫师
012317,shaman,2,"In ancient times, people turned to the shaman for spiritual guidance.",在古代，人们向萨满寻求精神指引。,萨满
012317,shaman,3,The shaman chanted incantations during the ceremony.,萨满在仪式期间念咒。,萨满
012318,shambles,1,The market was in shambles after the storm.,暴风雨过后，市场一片混乱。,混乱；杂乱
012318,shambles,2,His room was in a complete shambles.,他的房间乱七八糟。,混乱；凌乱
012318,shambles,3,The economy is in shambles and needs urgent reform.,经济处于混乱状态，需要紧急改革。,混乱；破败
012319,shame,1,It\'s a shame that you can\'t come to the party.,你不能来参加聚会真是太遗憾了。,遗憾；可惜
012319,shame,2,He felt shame for his bad behavior.,他为自己的不良行为感到羞愧。,羞愧；羞耻
012319,shame,3,What a shame! She lost the game at the last minute.,太可惜了！她在最后一分钟输掉了比赛。,可惜；遗憾
012320,shameful,1,It is shameful to cheat in the exam.,在考试中作弊是可耻的。,可耻的
012320,shameful,2,His shameful behavior caused a lot of trouble.,他可耻的行为造成了很多麻烦。,可耻的
012320,shameful,3,This is a shameful waste of resources.,这是一种可耻的资源浪费。,可耻的
012321,shameless,1,He is a shameless liar.,他是个无耻的说谎者。,无耻的
012321,shameless,2,Her shameless behavior shocked everyone.,她无耻的行为震惊了所有人。,无耻的
012321,shameless,3,They made a shameless attempt to cheat.,他们无耻地企图作弊。,无耻的
012322,shamelessly,1,He shamelessly begged for money on the street.,他无耻地在街上讨钱。,无耻地
012322,shamelessly,2,She shamelessly copied my work and passed it off as her own.,她无耻地抄袭了我的作业，并当作是自己的。,无耻地
012322,shamelessly,3,The politician shamelessly lied to the public during the campaign.,这位政客在竞选期间无耻地向公众撒谎。,无耻地
012323,shampoo,1,I need to buy some shampoo for my hair.,我需要为我的头发买一些洗发水。,洗发水
012323,shampoo,2,She washed her hair with a fragrant shampoo.,她用一款有香味的洗发水洗了头发。,洗发水
012323,shampoo,3,The hotel provides free shampoo and conditioner.,这家酒店提供免费的洗发水和护发素。,洗发水
012324,shank,1,The prisoner tried to escape using a shank made from a spoon.,囚犯试图用一个用勺子做成的刀把逃跑。,刀把；长柄；杆
012324,shank,2,The shank of the key broke when I tried to unlock the door.,当我试图开门时，钥匙的柄断了。,（钥匙等的）柄
012324,shank,3,The horse has a strong shank.,这匹马有强壮的小腿。,小腿；胫
012325,shanty,1,The fisherman lived in a small shanty by the sea.,这位渔夫住在海边的一个小棚屋里。,简陋的小屋
012325,shanty,2,They sang shanties while working on the ship.,他们在船上工作时唱着船夫曲。,船夫曲
012325,shanty,3,The old shanty was in a state of disrepair.,那座旧棚屋年久失修。,棚屋
012326,shape,1,The vase is in a strange shape.,这个花瓶形状奇特。,形状；外形
012326,shape,2,Exercise helps shape your body.,锻炼有助于塑造你的身材。,塑造；使成形
012326,shape,3,The artist is shaping the clay into a beautiful sculpture.,这位艺术家正在把黏土塑造成一件美丽的雕塑。,使成为......形状；塑造
012327,shaped,1,The table is shaped like a rectangle.,这张桌子的形状像一个长方形。,具有......形状；呈......形状
012327,shaped,2,The cookies are heart-shaped.,这些饼干是心形的。,......形状的
012327,shaped,3,The cloud was strangely shaped.,那朵云形状奇特。,形状为；形成......的形状
012328,shapely,1,She has shapely legs.,她有线条优美的双腿。,形状美观的；匀称的（形容腿部）
012328,shapely,2,The vase is shapely and elegant.,这个花瓶造型优美且典雅。,造型优美的（形容花瓶）
012328,shapely,3,The garden is filled with shapely trees.,花园里满是形状好看的树。,形状好看的（形容树）
012329,shard,1,The archaeologist found a shard of ancient pottery.,这位考古学家发现了一块古代陶器的碎片。,碎片
012329,shard,2,A shard of glass cut his finger.,一片玻璃碎片割破了他的手指。,碎片
012329,shard,3,The broken vase left shards all over the floor.,破碎的花瓶在地板上留下了到处都是的碎片。,碎片
012330,share,1,We should share our happiness with friends.,我们应该和朋友们分享我们的快乐。,分享
012330,share,2,I share a room with my sister.,我和我妹妹合住一个房间。,共用；合用
012330,share,3,Let\'s share the cost of the meal.,咱们分摊餐费吧。,分摊；分担
012331,shareholder,1,The company\'s shareholders are demanding higher dividends.,这家公司的股东们要求更高的股息。,股东
012331,shareholder,2,He is a major shareholder in the software firm.,他是这家软件公司的主要股东。,股东
012331,shareholder,3,Shareholders have the right to vote at the annual meeting.,股东有权在年度会议上投票。,股东
012332,shark,1,The shark swam gracefully through the ocean.,这条鲨鱼在海洋中优雅地游动。,鲨鱼
012332,shark,2,He is a shark in the business world.,他在商界是个贪婪狡猾的人。,贪婪狡猾的人
012332,shark,3,The loan shark demanded immediate repayment of the debt.,放高利贷者要求立即偿还债务。,放高利贷者
012333,sharp,1,The knife is very sharp.,这把刀非常锋利。,锋利的
012333,sharp,2,There was a sharp turn in the road.,路上有一个急转弯。,急剧的
012333,sharp,3,She has a sharp mind.,她头脑敏锐。,敏锐的
012334,sharpen,1,He is sharpening the pencil with a knife.,他正在用小刀削铅笔。,使锋利；削尖
012334,sharpen,2,This experience will sharpen your skills.,这次经历会提高你的技能。,使提高；使改进
012334,sharpen,3,The training is designed to sharpen the minds of the participants.,这项训练旨在使参与者思维敏锐。,使敏锐；使敏捷
012335,sharply,1,The price of the stock sharply declined.,这只股票的价格急剧下跌。,急剧地
012335,sharply,2,She turned sharply to face him.,她猛地转身面对他。,猛地
012335,sharply,3,The road curves sharply ahead.,前面的路急剧转弯。,急剧地
012336,sharpness,1,The sharpness of the knife allowed for precise cutting.,这把刀的锋利度使得切割变得精准。,锋利；锐利
012336,sharpness,2,The sharpness of her wit made her stand out in the debate.,她的机智敏锐使她在辩论中脱颖而出。,敏锐；灵敏
012336,sharpness,3,The sharpness of the image on the new TV is impressive.,新电视上图像的清晰度令人印象深刻。,清晰；鲜明
012337,shatter,1,The vase shattered into a thousand pieces when it fell off the table.,花瓶从桌子上掉下来，碎成了上千片。,（使）破碎，碎裂
012337,shatter,2,His dreams were shattered by the failure of the exam.,他的梦想因考试失败而破灭。,使破灭，粉碎
012337,shatter,3,The loud noise shattered the peace of the night.,巨大的噪音打破了夜晚的宁静。,打破，破坏
012338,shave,1,He shaves every morning.,他每天早上刮胡子。,刮胡子
012338,shave,2,The barber gave him a close shave.,理发师给他刮了个很干净的脸。,刮脸
012338,shave,3,She had to shave her head for the role.,为了那个角色，她不得不剃光头发。,剃（头发）
012339,shaving,1,I need to buy some shaving cream before shaving.,我在刮胡子前需要买一些剃须膏。,刮胡子
012339,shaving,2,He was busy with his shaving in the bathroom.,他在浴室里忙着刮胡子。,刮胡子
012339,shaving,3,The barber gave him a perfect shaving.,理发师给他刮了一个完美的胡子。,刮胡子
012340,shawl,1,She wrapped herself in a warm shawl to protect against the cold wind.,她用一条温暖的披肩把自己裹起来以抵御寒风。,披肩
012340,shawl,2,The old lady wore a colorful shawl over her shoulders.,这位老妇人肩上披着一条色彩鲜艳的披肩。,披肩
012340,shawl,3,She bought a silk shawl as a gift for her mother.,她买了一条丝绸披肩作为给她母亲的礼物。,披肩
012341,she,1,She is a doctor.,她是一名医生。,她
012341,she,2,She sings very well.,她唱歌唱得很好。,她
012341,she,3,She loves reading books.,她喜欢读书。,她
012342,sheaf,1,She carried a sheaf of papers under her arm.,她胳膊下夹着一捆文件。,一捆，一束（尤指纸、谷物）
012342,sheaf,2,The farmer bound the wheat into sheaves.,农民把小麦捆成束。,（把谷物等）捆成束
012342,sheaf,3,He presented her with a sheaf of flowers.,他送给她一束花。,一束（花）
012343,shear,1,The farmer used shears to cut the sheep\'s wool.,这位农民用大剪刀剪羊毛。,大剪刀
012343,shear,2,The force of the impact sheared off the car\'s bumper.,撞击的力量使汽车的保险杠脱落了。,使折断；使断裂
012343,shear,3,The wind shear was so strong that it affected the flight.,风切变非常强烈，影响了航班。,风切变
012344,sheath,1,The knife was safely stored in its sheath.,这把刀安全地存放在它的刀鞘里。,刀鞘；护套
012344,sheath,2,The electrical wire is protected by a plastic sheath.,电线由一个塑料护套保护着。,护套；外壳
012344,sheath,3,The plant has a sheath around its stem.,这种植物的茎周围有一个鞘。,鞘；叶鞘
012345,sheathe,1,He sheathed his sword after the battle.,战斗结束后，他把剑插入剑鞘。,将（刀剑等）插入鞘
012345,sheathe,2,The cables are sheathed in plastic to protect them.,电缆外面裹着塑料以保护它们。,给\...装护套
012345,sheathe,3,The warrior sheathed his dagger before entering the palace.,这位战士在进入宫殿前将匕首入鞘。,把（刀、剑等）插入鞘
012346,shed,1,The old house shed its roof during the storm.,这座老房子在暴风雨中屋顶脱落了。,脱落
012346,shed,2,She shed a few tears when she heard the sad news.,当她听到这个悲伤的消息时，她流了几滴眼泪。,流出（液体）
012346,shed,3,The factory is going to shed some workers to cut costs.,这家工厂打算裁减一些工人以降低成本。,裁减
012347,sheen,1,The silk fabric had a beautiful sheen.,这块丝绸织物有美丽的光泽。,光泽
012347,sheen,2,The car\'s paint job gave it a sleek sheen.,这辆车的喷漆工作使它有光滑的光泽。,光泽
012347,sheen,3,Her hair had a healthy sheen after using the new conditioner.,用了新的护发素后，她的头发有了健康的光泽。,光泽
012348,sheep,1,The sheep are grazing in the field.,绵羊正在田野里吃草。,绵羊（复数）
012348,sheep,2,Sheep provide us with wool and meat.,绵羊为我们提供羊毛和肉。,绵羊（复数）
012348,sheep,3,A black sheep is considered unlucky in some cultures.,在某些文化中，害群之马被认为是不吉利的。,绵羊（单数）；害群之马（习语中的单数）
012349,sheepishly,1,He smiled sheepishly when he realized his mistake.,当他意识到自己的错误时，他不好意思地笑了。,不好意思地；羞怯地
012349,sheepishly,2,She sheepishly admitted that she had forgotten the appointment.,她难为情地承认她忘记了约会。,难为情地
012349,sheepishly,3,The boy looked at me sheepishly and lowered his head.,那个男孩羞怯地看着我，低下了头。,羞怯地
012350,sheer,1,The cliff has a sheer drop of several hundred feet.,这个悬崖有几百英尺的垂直落差。,垂直的；陡峭的
012350,sheer,2,It was sheer luck that we found the lost key.,我们找到丢失的钥匙纯属运气。,纯粹的；完全的
012350,sheer,3,She wore a sheer blouse to the party.,她穿着一件薄透的衬衫去参加聚会。,薄的；透明的
012351,sheet,1,The bed was covered with a clean sheet.,这张床铺上了干净的床单。,床单
012351,sheet,2,He filled out a sheet of paper with his personal information.,他在一张纸上填写了个人信息。,纸张
012351,sheet,3,A sheet of ice covered the road after the storm.,暴风雨过后，道路被一层冰覆盖。,一层；薄片
012352,shelf,1,The book is on the shelf.,这本书在架子上。,架子；搁板
012352,shelf,2,She reached for the box on the top shelf.,她伸手去拿顶层架子上的盒子。,架子；搁板
012352,shelf,3,The shelves in the library are full of books.,图书馆的架子上摆满了书。,架子（复数形式）
012353,shell,1,The sea shell was very beautiful.,这个海贝壳非常漂亮。,贝壳
012353,shell,2,The soldier took cover in a shell crater.,那个士兵在一个炮弹坑中躲避。,炮弹
012353,shell,3,She cracked the shell of the egg.,她敲破了鸡蛋壳。,壳
012354,shellfish,1,I\'m allergic to shellfish.,我对贝类过敏。,贝类（总称）
012354,shellfish,2,The restaurant offers a wide variety of shellfish.,这家餐厅提供各种各样的贝类。,贝类（总称）
012354,shellfish,3,"She loves to eat shellfish, especially oysters.",她喜欢吃贝类，尤其是牡蛎。,贝类（总称）
012355,shelter,1,They sought shelter from the rain under a big tree.,他们在一棵大树下避雨。,避难所；躲避处
012355,shelter,2,The homeless shelter provides food and accommodation.,这个无家可归者收容所提供食物和住宿。,收容所；庇护所
012355,shelter,3,The cave sheltered the soldiers during the storm.,在暴风雨期间，这个山洞为士兵们提供了庇护。,庇护；保护
012356,shelve,1,I need to shelve these books on the top shelf.,我需要把这些书放在顶层的架子上。,放置，搁置（在架子上）
012356,shelve,2,The company has decided to shelve the project due to lack of funds.,由于资金缺乏，公司决定搁置这个项目。,搁置，暂停
012356,shelve,3,She carefully shelved the fragile vases to avoid damage.,她小心地把易碎的花瓶放在架子上以免损坏。,将\...\...放在架子上
012357,shepherd,1,The shepherd led the sheep to the pasture.,这位牧羊人把羊领到了牧场。,牧羊人
012357,shepherd,2,She was like a shepherd guiding her students through the maze of knowledge.,她就像一位牧羊人，引导着她的学生穿过知识的迷宫。,引导者
012357,shepherd,3,He tried to shepherd the discussion back to the main topic.,他试图把讨论引回到主题上来。,引领；引导
012358,sheriff,1,The sheriff led the search for the missing child.,这位警长领导了对失踪儿童的搜寻。,警长
012358,sheriff,2,The sheriff was responsible for maintaining law and order in the county.,这位治安官负责维护该县的法律和秩序。,治安官
012358,sheriff,3,The citizens elected a new sheriff in the recent election.,在最近的选举中，市民们选出了一位新的警长。,警长
012359,sherry,1,She sipped a glass of sherry before dinner.,她在晚餐前抿了一口雪利酒。,雪利酒（一种葡萄酒）
012359,sherry,2,The party was filled with the aroma of sherry.,派对上充满了雪利酒的香气。,雪利酒
012359,sherry,3,He offered me a taste of his fine sherry.,他让我尝了尝他的优质雪利酒。,雪利酒
012360,shh,1,Shh! The baby is sleeping.,嘘！宝宝在睡觉。,表示安静，别出声
012360,shh,2,Shh! We need to be quiet in the library.,嘘！在图书馆我们需要保持安静。,示意保持安静
012360,shh,3,Shh! Don\'t wake up the neighbors.,嘘！别吵醒邻居。,让人安静，以免造成不良影响
012361,shield,1,The knight raised his shield to protect himself from the enemy\'s attack.,这位骑士举起他的盾牌来保护自己免受敌人的攻击。,盾牌
012361,shield,2,She used her hand as a shield to block the sunlight from her eyes.,她用手当作盾牌来遮挡阳光不让照到她的眼睛。,屏障；遮挡物
012361,shield,3,The police officer\'s bulletproof shield provided protection during the dangerous operation.,在危险的行动中，警察的防弹盾牌提供了保护。,防护物；保护罩
012362,shift,1,The night shift workers start their job at 10 p.m.,夜班工人晚上 10 点开始工作。,轮班；当班时间
012362,shift,2,She shifted her position on the chair.,她在椅子上变换了一下姿势。,改变；移动
012362,shift,3,The wind shifted to the south.,风向转南了。,（风）改变方向
012363,shifting,1,The shifting sands made it difficult to walk along the beach.,不断移动的沙子使得沿着海滩行走很困难。,不断移动的
012363,shifting,2,She has a shifting attitude towards this issue.,她对这个问题的态度反复无常。,变化不定的
012363,shifting,3,The shifting winds blew the kite in different directions.,变化的风把风筝吹向了不同的方向。,变化的
012364,shimmer,1,The stars shimmered in the clear night sky.,星星在晴朗的夜空中闪烁。,闪烁
012364,shimmer,2,The lake shimmered in the sunlight.,湖水在阳光下闪闪发光。,闪闪发光
012364,shimmer,3,Her dress shimmered as she moved on the dance floor.,她在舞池里移动时，她的裙子闪烁着光芒。,闪烁
012365,shin,1,He climbed up the tree and hurt his shin.,他爬上树，伤到了他的胫骨。,胫骨
