id,word,story
015350,working,"> One day, Tom was working hard in the office. He was typing on the computer and answering calls. His working state was so concentrated that he forgot the time. Finally, he finished the task successfully. **有一天，汤姆在办公室努力工作。他在电脑上打字和接听电话。他工作的状态非常专注以至于忘了时间。最终，他成功完成了任务。**"
015351,workload,"> A hardworking ant named Lily had a huge workload. She needed to carry food for the colony all day. But she never gave up, showing that a heavy workload can be managed with determination. **一只名叫莉莉的勤劳蚂蚁有巨大的工作量。她一整天都需要为蚁群搬运食物。但她从不放弃，这表明巨大的工作量凭借决心是可以应对的。**"
015352,workman,> A workman was very tired after a long day of work. He fixed machines and built houses. But he was proud because his hard work made people\'s lives better. **一位工人在漫长的一天工作后非常疲惫。他修理机器和建造房屋。但他很自豪，因为他的辛勤工作让人们的生活更美好。**
015353,workout,"> A young athlete was determined to have a great workout. He ran, lifted weights, and did yoga. After the intense session, he felt exhausted but accomplished. The workout made him stronger and fitter. **一位年轻的运动员决心进行一次出色的锻炼。他跑步、举重、做瑜伽。经过激烈的锻炼后，他感到筋疲力尽但很有成就感。这次锻炼让他更强壮、更健康。**"
015354,worksheet,"> A student was very worried about his worksheet. But when he started to do it carefully, step by step, he found it not that difficult. Finally, he finished the worksheet successfully and felt proud. **一个学生对他的作业单非常担心。但当他开始一步一步认真去做时，他发现并没有那么难。最后，他成功地完成了作业单，并感到很自豪。**"
015355,workshop,"> One day, Tom was invited to a workshop. There, people were working hard to create beautiful handicrafts. Tom saw how they worked and learned a lot. He realized that a workshop is a place where people work and create. **一天，汤姆被邀请去一个工作室。在那里，人们正在努力制作精美的手工艺品。汤姆看到了他们的工作过程，学到了很多。他明白了工作室就是人们工作和创造的地方。**"
015356,workstation,"> A young programmer was always excited to go to his workstation. There, he could turn his ideas into amazing software. His workstation was like a magic place where dreams became reality through hard work and creativity. **一位年轻的程序员总是很兴奋地去他的工作站。在那里，他能把自己的想法变成了不起的软件。他的工作站就像一个神奇的地方，通过努力和创造力梦想成真。**"
015357,world,"> A brave astronaut traveled far in space. When looking out of the window, he saw a beautiful blue sphere. He knew it was our world, full of life and mystery. He vowed to protect it. **一位勇敢的宇航员在太空中远行。当他望向窗外时，看到了一个美丽的蓝色球体。他知道这就是我们的世界，充满了生命和神秘。他发誓要保护它。**"
015358,worldly,"> A young monk left the monastery to explore the worldly life. He saw busy cities, people chasing wealth and pleasures. But in the end, he realized the emptiness of it all and returned to his spiritual path. \'Worldly\' here means concerned with material things and ordinary life. **一位年轻的僧侣离开寺院去探索世俗生活。他看到了繁忙的城市，人们追逐财富和享乐。但最后，他意识到这一切的空虚并回到了他的修行之路。\'worldly\'在这里指的是关心物质事物和普通生活。**"
015359,worldwide,"> A brave traveler set off on a journey to explore every corner of the world. He went through deserts, mountains, and oceans. His adventure showed that his experiences were worldwide. **一位勇敢的旅行者出发去探索世界的每一个角落。他穿越沙漠、高山和海洋。他的冒险表明他的经历是遍及全球的。**"
015360,worm,> A little boy was playing in the garden and saw a worm. It was wiggling slowly. The boy was curious and watched it carefully. The worm seemed to be on a special journey. **一个小男孩在花园里玩耍，看到了一条虫子。它在慢慢地蠕动。男孩很好奇，仔细地看着它。这条虫子似乎在进行一场特别的旅行。**
015361,worn,"> One day, Tom found an old shoe in the closet. The sole was worn and the upper part was full of scratches. It looked as if it had gone through many adventures. \'Worn\' means damaged or used a lot. **一天，汤姆在衣柜里发现一只旧鞋。鞋底磨损了，鞋面布满划痕。它看起来好像经历了许多冒险。""worn""意思是损坏的或大量使用过的。**"
015362,worried,"> One day, Tom was supposed to give a presentation at school. But he lost his notes. He was very worried. He thought he would fail. Finally, with the help of his friend, he did well and wasn\'t worried anymore. **有一天，汤姆应该在学校做一个报告。但他弄丢了笔记。他非常担心。他觉得自己会失败。最后，在朋友的帮助下，他表现出色，不再担心了。**"
015363,worrisome,"> A little rabbit was lost in a big forest. It couldn\'t find its way home and everything was worrisome. But finally, with the help of friendly birds, it returned safely. \'Worrisome\' means causing worry or anxiety. **一只小兔子在大森林里迷路了。它找不到回家的路，一切都令人担忧。但最后，在友好的鸟儿的帮助下，它安全地回家了。'worrisome'意思是令人担忧的、令人发愁的。**"
015364,worry,"> A little rabbit always worried about not finding enough carrots. One day, it found a big carrot field and realized worrying was unnecessary. So, \'worry\' means to feel anxious or troubled. **一只小兔子总是担心找不到足够的胡萝卜。有一天，它发现了一大片胡萝卜地，意识到担心是不必要的。所以，'worry'的意思是感到焦虑或烦恼。**"
015365,worrying,"> One day, a little rabbit saw a dark cloud in the sky. It started worrying about whether it would rain and ruin its picnic. But then the sun came out, and the worrying was for nothing. The rabbit learned not to worry too much. **有一天，一只小兔子看到天空中有一朵乌云。它开始担心是否会下雨并破坏它的野餐。但随后太阳出来了，这种担心是多余的。小兔子学会了不要过分担心。**"
015366,worsen,"> A little boy\'s illness started to worsen. He had a cold, but he didn\'t take care of himself. He played in the rain and ate lots of ice cream. As a result, his condition became much worse. **一个小男孩的病情开始恶化。他原本感冒了，但他没有照顾好自己。他在雨中玩耍还吃了很多冰淇淋。结果，他的状况变得更糟了。**"
015367,worship,"> A young artist always dreamed of having people worship his paintings. One day, his art exhibition was a huge success, and people came from far and wide to admire and praise his works. That was his moment of being worshipped. **一位年轻的艺术家一直梦想着人们崇拜他的画作。有一天，他的画展取得了巨大成功，人们从四面八方赶来欣赏和称赞他的作品。那是他被崇拜的时刻。**"
015368,worshiper,"> A worshiper was lost in a dark forest. He was so scared but kept praying to his god. Finally, he found his way out, believing it was because of the protection of the deity he worshipped. **一位崇拜者在黑暗的森林中迷路了。他非常害怕，但一直向他的神祈祷。最后，他找到了出路，认为这是因为他所崇拜的神的保护。**"
015369,worth,"> A poor man found a treasure chest. He was told it was worth a fortune. But he didn\'t know its true value and almost sold it cheaply. Later, he learned that worth means having a certain value or being deserving of something. **一个穷人发现了一个宝箱。有人告诉他它价值不菲。但他不知道其真正价值，差点贱卖。后来，他知道了worth意思是有一定价值或值得。**"
015370,worthless,"> Once upon a time, a man found a treasure chest. But when he opened it, all he saw were broken and useless items. He realized the chest was worthless. It taught him not to be fooled by appearances. **从前，有个人发现了一个宝箱。但当他打开时，看到的都是破碎无用的东西。他意识到这个宝箱毫无价值。这让他明白不要被外表所迷惑。**"
015371,worthwhile,"> A young artist struggled to decide whether to invest time in a new project. But when he saw the joy on people\'s faces after seeing his work, he knew it was worthwhile. It means being valuable and worth the effort. **一位年轻的艺术家纠结是否要在一个新项目上投入时间。但当他看到人们看到他作品后的喜悦，他知道这是值得的。这个词意思是有价值的、值得做的。**"
015372,worthy,"> A poor boy worked hard and did many good deeds. His efforts were worthy of praise. Finally, he became a successful person. People said he was worthy of all the achievements. **一个贫穷的男孩努力工作并做了许多好事。他的努力值得称赞。最终，他成为了一个成功的人。人们说他配得上所有的成就。**"
015373,would,"> Once upon a time, a little boy always said \'I would like to have a big cake.\' It means he had a wish or intention. So, \'would\' shows a kind of possibility or desire. **从前，有个小男孩总是说'我想要一个大蛋糕。'这意味着他有一个愿望或意向。所以，'would'表示一种可能性或愿望。**"
015374,wound,"> A brave soldier was fighting in the war. Unfortunately, he was hit by a bullet and got a wound. But his spirit remained strong. He endured the pain and continued to protect his comrades. **一位勇敢的士兵在战争中战斗。不幸的是，他被一颗子弹击中并受了伤。但他的精神依然坚强。他忍受着疼痛，继续保护他的战友。**"
015375,woven,"> A beautiful princess was given a woven scarf as a gift. The scarf was made of fine threads, intricately woven together. It was so soft and warm, just like a magical charm. The word \'woven\' means made by weaving. **一位美丽的公主收到了一条编织的围巾作为礼物。这条围巾由精细的线编织而成，交织得十分复杂。它柔软又温暖，就像一个神奇的符咒。\'woven\'这个单词的意思是通过编织制成的。**"
015376,wow,"> One day, when I opened a present, I couldn\'t help shouting \'Wow!\' because it was exactly what I had dreamed of. The wonderful gift gave me a big surprise. **有一天，当我打开一份礼物时，我忍不住大喊'哇！'，因为它正是我梦寐以求的。这份美妙的礼物给了我一个大大的惊喜。**"
015377,wrack,"> A ship was sailing on the sea. Suddenly, a storm came and the ship was wracked. All the goods on it were scattered. Poor sailors had a hard time. Remember, wrack means to cause severe damage or destruction. **一艘船在海上航行。突然，一场风暴袭来，船被严重毁坏。船上所有的货物都散落了。可怜的水手们经历了艰难的时刻。记住，wrack 意思是造成严重破坏或毁坏。**"
015378,wrap,"> One cold winter day, I decided to wrap myself in a thick blanket to keep warm. I carefully folded and covered my body, just like how we \'wrap\' a gift neatly. It made me feel cozy and protected. **在一个寒冷的冬日，我决定用一条厚毯子把自己包裹起来保暖。我仔细地折叠并覆盖住身体，就像我们整齐地'包裹'礼物一样。这让我感到舒适又有安全感。**"
015379,wrapper,"> Imagine a birthday party. The gift is beautifully covered with a colorful paper. This paper is the \'wrapper\'. It hides and protects the gift inside, making it a mystery and a surprise. **想象一个生日聚会。礼物被一张彩色的纸漂亮地包裹着。这张纸就是\'wrapper\'（包装纸；包装材料）。它隐藏并保护着里面的礼物，使其充满神秘和惊喜。**"
015380,wrapping,"> One day, I was giving a present to my friend. I spent a long time on wrapping it carefully with beautiful paper and ribbons. I wanted to make the wrapping as perfect as possible to show my sincerity. **有一天，我要送一个礼物给我的朋友。我花了很长时间用漂亮的纸和丝带仔细地包装它。我想把包装弄得尽可能完美来显示我的诚意。**"
015381,wrath,"> A king was known for his wrath. Once, a servant broke a precious vase, and the king\'s wrath was unleashed. His face turned red, and he shouted loudly. Everyone feared his wrath. **一位国王以他的愤怒著称。有一次，一个仆人打碎了一个珍贵的花瓶，国王的愤怒被释放了出来。他的脸变红了，并且大声吼叫。每个人都害怕他的愤怒。**"
015382,wreak,"> A powerful storm wreaked havoc on the small town. Many houses were damaged and trees were blown down. \'Wreak\' means to cause a lot of damage or trouble. So remember, when something bad causes chaos, it wreaks! **一场强大的风暴给这个小镇造成了严重破坏。许多房屋受损，树木被吹倒。'wreak'意思是造成大量的破坏或麻烦。所以记住，当不好的东西引起混乱时，就是在 wreak！**"
015383,wreath,> 圣诞节到了，小明在森林里迷路。突然，他看到前方有个神秘的小屋，门口挂着一个精美的 wreath（花环）。他知道，这一定是圣诞老人的住所，这个花环就是指引他的标志。 **圣诞节到了，小明在森林里迷路。突然，他看到前方有个神秘的小屋，门口挂着一个精美的花环。他知道，这一定是圣诞老人的住所，这个花环就是指引他的标志。**
015384,wreck,"> A ship was sailing on the sea. Suddenly, a huge storm hit and the ship was wrecked. All the goods and passengers fell into the water. It was a total disaster. **一艘船在海上航行。突然，一场巨大的风暴袭来，船被毁坏了。所有的货物和乘客都落入水中。这完全是一场灾难。**"
015385,wreckage,"> A ship was sailing in the stormy sea. Suddenly, it hit a huge rock and broke apart. The floating pieces and debris formed the wreckage. People searched for survivors among the wreckage. **一艘船在暴风雨的海面上航行。突然，它撞上了一块巨大的岩石并破裂了。漂浮的碎片和残骸形成了残骸。人们在残骸中搜寻幸存者。**"
015386,wrench,"> A thief was trying to steal a bike. When he saw the owner coming, he used a wrench to quickly loosen the bolts but got caught. The wrench became the evidence of his crime. **一个小偷正试图偷一辆自行车。当他看到车主过来时，他用一把扳手快速拧松螺栓，但被抓住了。这把扳手成了他犯罪的证据。**"
015387,wrest,> 想象一下，在一个古老的摔跤场上，两位勇士激烈搏斗。其中一人试图 wrest（夺取）对方手中的神秘宝剑，他拼尽全力，扭动身体，与对手僵持许久，最终成功夺得宝剑。 **想象在摔跤场上，一人努力夺取对方的宝剑，以此记住 wrest 有夺取、用力扭的意思**
015388,wrestle,"> One day, Tom was at the fair and saw two strong men trying to wrestle each other to the ground. They struggled hard, using all their strength and skills. Finally, one of them won the wrestle match. **有一天，汤姆在集市上看到两个强壮的男人试图把对方摔倒在地。他们努力搏斗，用尽了所有的力量和技巧。最后，其中一人赢得了这场摔跤比赛。**"
015389,wrestler,"> One day, a strong man named Tom decided to become a wrestler. He trained hard every day, learning how to wrestle and defeat his opponents. Finally, he became a famous wrestler. **有一天，一个叫汤姆的强壮男人决定成为一名摔跤手。他每天刻苦训练，学习如何摔跤和击败对手。最终，他成为了一位著名的摔跤手。**"
015390,wrestling,"> One day, Tom and Jerry had a wrestling match. They struggled and fought hard. Tom tried to throw Jerry down, but Jerry was very flexible and resisted. Finally, it was a close call. Remember, this is wrestling! **有一天，汤姆和杰瑞进行了一场摔跤比赛。他们奋力搏斗。汤姆试图把杰瑞摔倒，但杰瑞非常灵活并抵抗着。最终，难分胜负。记住，这就是摔跤！**"
015391,wretched,"> A poor man was living in a wretched hut. It was small and leaky. He felt very sad and hopeless. One day, a kind fairy came and transformed the hut into a beautiful house. The man\'s life became better. **一个可怜的人住在一间破旧的小屋里。它又小又漏雨。他感到非常悲伤和绝望。有一天，一位善良的仙女来了，把小屋变成了一座漂亮的房子。这个人的生活变好了。**"
015392,wriggle,"> A little worm was trying to cross the road. It wriggled left and right to avoid being stepped on. Finally, it made it safely to the other side. The worm\'s wriggling movement was so funny! **一只小虫子正努力过马路。它左右扭动以避免被踩到。最终，它安全地到达了另一边。这只虫子扭动的动作太有趣了！**"
015393,wring,"> A thief was caught stealing. The angry owner tried to wring the thief\'s neck. But in the end, he just wrung the thief\'s arm to teach him a lesson. **一个小偷在行窃时被抓住了。愤怒的主人试图拧断小偷的脖子。但最后，他只是拧了小偷的胳膊来教训他。**"
015394,wrinkle,"> A fairy was flying in the sky. But when she met a strong wind, her beautiful face got wrinkles. She was very sad. Remember, \'wrinkle\' means a line or small fold in the skin. **一个仙女在天空中飞翔。但当她遇到一阵强风时，她美丽的脸出现了皱纹。她非常伤心。记住，\'wrinkle\'意思是皮肤上的线条或小褶皱。**"
015395,wrist,"> One day, a thief tried to steal a watch. But as he reached out, the owner grabbed his wrist firmly. The thief couldn\'t escape. Remember \'wrist\' as the part that can be caught in such situations. **有一天，一个小偷试图偷一块手表。但当他伸手时，主人紧紧抓住了他的手腕。小偷无法逃脱。记住\'wrist\'就是在这种情况下能被抓住的部位。**"
015396,wristwatch,"> One day, I was late for an important meeting. I looked at my wristwatch and realized I had only a few minutes left. I rushed out, thanks to my trusty wristwatch that kept me aware of the time. **有一天，我有一个重要会议要迟到了。我看了看我的腕表，意识到只剩下几分钟了。多亏了我可靠的腕表让我知道时间，我冲了出去。**"
015397,writ,"> A king sent a writ to his knights, commanding them to come to the castle immediately. The writ was a powerful order that must be obeyed. **一位国王给他的骑士们发送了一份令状，命令他们立即来到城堡。这份令状是一个必须遵守的强有力的命令。**"
015398,write,"> One day, Tom was alone in his room. He had a wonderful idea and wanted to share it. So, he took a pen and started to write it down on a piece of paper. Writing helped him express his thoughts clearly. **一天，汤姆独自在他的房间里。他有一个很棒的想法并想要分享。于是，他拿起一支笔开始把它写在一张纸上。写帮助他清晰地表达了自己的想法。**"
015399,writer,"> One day, a little boy dreamt of becoming a great writer. He spent hours writing stories in his room. With hard work and imagination, he finally achieved his goal and became a famous writer. **有一天，一个小男孩梦想成为一名伟大的作家。他在自己的房间里花了好几个小时写作。通过努力和想象，他最终实现了目标，成为了一位著名的作家。**"
015400,writhe,"> A snake writhed in the grass. It twisted and turned its body, making strange shapes. Seeing this, I remembered the word \'writhe\' which means to twist or squirm. **一条蛇在草丛中扭动。它的身体扭来扭去，形成奇怪的形状。看到这一幕，我记住了\'writhe\'这个词，它的意思是扭动、翻滚。**"
015401,writing,"> One day, Tom was sitting in a quiet garden, concentrating on his writing. He wanted to express his thoughts and feelings through words. The pen moved smoothly on the paper, and his writing became a wonderful story. **一天，汤姆坐在一个安静的花园里，专注于他的写作。他想通过文字表达自己的想法和感受。钢笔在纸上流畅地移动，他的写作变成了一个精彩的故事。**"
015402,written,"> One day, Tom found a mysterious letter. It was beautifully written with elegant handwriting. He was so curious and spent a long time trying to figure out who had written it. Finally, he discovered it was from his best friend. **一天，汤姆发现了一封神秘的信。它被书写得很漂亮，笔迹优雅。他非常好奇，花了很长时间试图弄清楚是谁写的。最后，他发现是他最好的朋友写的。**"
015403,wrong,"> One day, Tom took the wrong book to school. His teacher pointed out his mistake and said, \'This is wrong, Tom. You should bring the right one.\' Tom felt embarrassed and promised not to make the same mistake again. **有一天，汤姆带错了书去学校。他的老师指出了他的错误并说：""这是错的，汤姆。你应该带对的那本。""汤姆感到很尴尬，并保证不再犯同样的错误。**"
015404,wrongdoing,"> One day, a thief was caught for his wrongdoing. He stole money from an old lady. But in the end, he realized his mistake and decided to change. Remember, wrongdoing leads to trouble. **有一天，一个小偷因其恶行被抓住了。他偷了一位老太太的钱。但最后，他意识到了自己的错误并决定改正。记住，恶行会带来麻烦。**"
015405,wrongful,"> A man was wrongly accused of stealing. It was a wrongful judgment. But finally, the truth came out and he was proved innocent. This shows how bad a wrongful accusation can be. **一个男人被错误地指控偷窃。这是一个错误的判决。但最后，真相大白，他被证明是无辜的。这显示了错误的指控是多么糟糕。**"
015406,wrongly,"> One day, Tom wrongly thought the exam was on Monday, but it was actually on Tuesday. So he didn\'t prepare well and got a bad grade. Poor Tom! He understood wrongly and paid the price. **一天，汤姆错误地认为考试在周一，但实际上是在周二。所以他没有准备好，成绩很差。可怜的汤姆！他理解错误并付出了代价。**"
015407,wrought,"> A blacksmith wrought a beautiful sword. He heated the metal, hammered it, and shaped it with great care. The final product was a masterpiece. \'Wrought\' here means shaped or worked by hand. **一位铁匠打造了一把漂亮的剑。他加热金属，锤打它，并精心塑形。最终的成品是一件杰作。'wrought'在这里指的是手工塑造或加工。**"
015408,wry,"> A man was lost in the forest. When he finally found his way out, he gave a wry smile. His face showed both relief and self-mockery. \'What an adventure!\' he said. The wry smile meant a smile that was twisted, showing mixed feelings. **一个男人在森林里迷路了。当他最终找到出路时，他露出了一个苦笑。他的脸上既有解脱又有自嘲。'多么一场冒险啊！'他说。这个苦笑意味着扭曲的笑，显示出复杂的心情。**"
015409,wryly,"> One day, Tom made a mistake and his friend looked at him wryly. It means his friend gave him a twisted and ironic smile. Tom understood that his friend was not really angry but teasing him in a funny way. **一天，汤姆犯了个错误，他的朋友嘲讽地看着他。这意味着他的朋友给了他一个扭曲且讽刺的微笑。汤姆明白他的朋友并非真生气，只是以一种有趣的方式逗他。**"
015410,ya,"> Once upon a time, a little girl was lost and shouted \'Ya! Ya!\' to call for help. Finally, she was found. Remember, \'ya\' can express a cry or shout. **从前，有个小女孩迷路了，大喊'呀！呀！'来求助。最后，她被找到了。记住，'ya'可以表示叫喊。**"
015411,yacht,"> A rich man was enjoying his vacation on a beautiful yacht. The yacht was shining white under the sun. He lay on the deck, feeling the gentle wind. Suddenly, a big wave came, but the yacht was stable and safe. **一位富人正在一艘漂亮的游艇上享受假期。游艇在阳光下闪耀着白色的光芒。他躺在甲板上，感受着微风。突然，一个大浪袭来，但游艇依然稳定且安全。**"
015412,yam,"> Once upon a time, a little monkey found a big yam in the forest. It was so heavy that the monkey had to use all its strength to carry it home. The yam became a delicious meal for the monkey and its friends. **从前，一只小猴子在森林里发现了一个大薯蓣。它太重了，猴子不得不使出浑身力气把它搬回家。这个薯蓣成了猴子和它朋友们的一顿美餐。**"
015413,yank,"> A naughty monkey yanked the banana from the tree. It pulled with all its strength and finally got the fruit. Remember, \'yank\' means to pull something suddenly and forcefully. **一只顽皮的猴子猛地从树上拽下香蕉。它用尽全力拉扯，最终得到了水果。记住，'yank'意思是突然用力地拉某物。**"
015414,yard,> A little boy was lost in a big yard. He looked around and saw many flowers and a dog playing. He finally found the exit when he followed the fence of the yard. **一个小男孩在一个大院子里迷路了。他环顾四周，看到许多花和一只狗在玩耍。当他沿着院子的围栏走时，终于找到了出口。**
015415,yardage,"> A football player was very concerned about the yardage he gained. He practiced hard every day to increase it. One game, he ran many yards and became the hero. Remember, yardage is the distance measured in yards! **一位足球运动员非常在意他所获得的码数。他每天刻苦训练以增加码数。在一场比赛中，他跑了很多码，成为了英雄。记住，yardage 就是以码为单位测量的距离！**"
015416,yardstick,"> A carpenter was making furniture. He needed a yardstick to measure the wood precisely. With the yardstick, he could ensure each piece was the right size. So, the yardstick became his trusted tool. **一位木匠正在制作家具。他需要一把码尺来精确测量木材。有了码尺，他能确保每一块木材的尺寸都合适。所以，码尺成了他信赖的工具。**"
015417,yarn,"> A sailor was on a long voyage. One day, his sweater got torn and he needed to fix it. Luckily, he found some yarn in a box and used it to mend the sweater. The yarn saved the day! **一位水手在长途航行中。有一天，他的毛衣破了，需要修补。幸运的是，他在一个盒子里找到了一些纱线，并用它修补了毛衣。纱线帮了大忙！**"
015418,yawn,"> One night, when Tom was reading a boring book, he couldn\'t help but yawn. His mouth opened wide as he felt extremely sleepy. Just then, a magical fairy appeared and said, \'Your yawn shows it\'s time for bed!\' **一天晚上，当汤姆在读一本无聊的书时，他忍不住打了个哈欠。他的嘴张得大大的，因为他感到极其困倦。就在这时，一个神奇的仙女出现了，并说：'你的哈欠表明该睡觉了！'**"
015419,ye,"> In a magical forest, a little fairy named Ye was known for her ability to make beautiful flowers bloom with a wave of her wand. One day, Ye used her magic to bring joy to the whole forest. **在一个神奇的森林里，有一个叫叶的小仙女，她以挥动魔杖就能让美丽的花朵绽放而闻名。有一天，叶用她的魔法给整个森林带来了欢乐。**"
015420,yea,"> A king was asked to make a decision. When he said \'yea\', it meant yes and everyone was happy. It was a simple but important word that brought joy. Remember, when the king says \'yea\', it\'s a positive answer. **一位国王被要求做决定。当他说""yea""时，意思是同意，每个人都很开心。这是一个简单但重要的词，带来了喜悦。记住，当国王说""yea""，就是肯定的回答。**"
015421,yeah,> 有一天，小明在森林里迷路了，心情很沮丧。突然，一只会说话的小鸟飞过来，对他说\'Yeah，别担心，跟着我就能走出去！\'小明听了，瞬间充满希望，最终走出了森林。 **有一天，小明在森林迷路，一只会说话的小鸟说\'Yeah（是呀），别担心，跟着我能出去\'，小明因此有了希望并走出森林。**
015422,year,"> Once upon a time, a little boy was very curious about time. His father told him that a year is like a long journey. It has four seasons, and after one year, we celebrate and start anew. The boy finally understood the meaning of year. **从前，有一个小男孩对时间很好奇。他的父亲告诉他，一年就像一次漫长的旅行。它有四个季节，一年过后，我们庆祝并重新开始。这个男孩终于明白了 year 的意思。**"
015423,yearbook,"> One year, our class decided to create a special yearbook. We collected photos and memories throughout the year. It was like a time capsule, showing our growth and joy. Remembering this made me never forget the word \'yearbook\'. **有一年，我们班决定制作一本特别的年鉴。我们收集了一整年的照片和回忆。它就像一个时间胶囊，展示着我们的成长和快乐。记住这件事让我永远不会忘记'yearbook'这个词。**"
015424,yearly,"> A little rabbit decided to plant carrots yearly. Every year, it carefully prepared the soil and sowed the seeds. With its hard work, it always had a bountiful harvest. Yearly means happening once every year. **一只小兔子决定每年都种胡萝卜。每年，它都认真准备土壤并播种。通过努力，它每年都有大丰收。yearly 意思是每年发生一次。**"
015425,yearn,"> A young boy was far from home. Every night, he looked at the stars and yearned to be back with his family. He felt a deep longing in his heart. Finally, he returned and hugged them tightly. **一个小男孩离家很远。每天晚上，他望着星星，渴望能回到家人身边。他内心感到深深的向往。最后，他回来了，紧紧地拥抱了他们。**"
015426,yearning,"> A young artist had a yearning to paint the most beautiful landscape. Every day, he dreamt of it. This strong desire, this yearning, drove him to keep practicing. Eventually, he created a masterpiece. **一位年轻的艺术家渴望画出最美丽的风景。每天，他都梦想着。这种强烈的愿望，这种渴望，驱使他不断练习。最终，他创作了一幅杰作。**"
015427,yeast,"> A baker was making bread. But the dough didn\'t rise. Then he remembered he forgot to add yeast. Yeast is like magic powder that makes the dough grow big and fluffy. With yeast, the bread became delicious! **一位面包师正在做面包。但面团没有发起来。然后他想起自己忘了加酵母。酵母就像神奇的粉末，能让面团变大变蓬松。有了酵母，面包变得美味可口！**"
015428,yell,"> One day, when I was walking in the park, a boy suddenly fell and hurt his knee. He began to yell loudly for help. His cries were so sharp that everyone nearby heard and rushed to him. **有一天，我在公园散步，一个男孩突然摔倒并伤到了膝盖。他开始大声喊叫求助。他的叫声如此尖锐，以至于附近的每个人都听到了并冲向他。**"
015429,yellow,> A little duck was lost. It saw a big yellow balloon floating in the sky. The balloon led it home. The duck was so happy and remembered the color yellow. **一只小鸭子迷路了。它看到一个大大的黄色气球在空中飘着。气球带着它回了家。小鸭子非常开心，并记住了黄色这个颜色。**
015430,yellowish,"> A little bird was injured and its feathers turned yellowish. The children found it and tried to help. They saw the yellowish color and knew it needed care. Finally, the bird recovered and flew away. **一只小鸟受伤了，它的羽毛变得微黄。孩子们发现了它并试图帮忙。他们看到微黄的颜色就知道它需要照顾。最后，小鸟恢复并飞走了。**"
015431,yelp,"> One day, a little dog was hurt and it yelped loudly. Its yelp attracted people\'s attention and they came to help. So, when you hear a sharp cry like that of the dog, you know it\'s a yelp. **有一天，一只小狗受伤了，它大声地叫了起来。它的叫声吸引了人们的注意，大家都过来帮忙。所以，当你听到像这只小狗那样尖锐的叫声，你就知道这是yelp（尖叫、叫喊）。**"
015432,yen,> 小明一直梦想去日本旅行，他特别渴望能在那里尽情消费。每次想到能在日本用日元（yen）购物，他就充满动力努力工作赚钱。最终他实现了梦想，开心地在日本游玩。 **小明渴望用日元去日本旅行消费，最终实现梦想的故事，以辅助记忆yen（日元）这个单词。**
015433,yep,> 有一天，小明在课堂上回答老师的问题，老师问他是否明白了，他自信地大声说\'Yep \'，意思就是\'是的\'。老师对他的积极回应很满意。 **有一天，小明在课堂回答老师问题时自信地用\'Yep \'表示\'是的\'，老师很满意。**
015434,yes,> A little boy was asked if he wanted to go to the park. He shouted \'Yes\' excitedly because he loved playing on the swings there. It was a simple word that showed his eagerness and agreement. **一个小男孩被问到是否想去公园。他兴奋地大喊\'Yes\'，因为他喜欢在那里荡秋千。这个简单的单词表明了他的渴望和同意。**
015435,yesterday,"> A little mouse was very happy yesterday. It found a big piece of cheese and had a wonderful feast. But today, it has to look for new food. Remember, yesterday was a special day for the mouse. **一只小老鼠昨天非常开心。它找到了一大块奶酪，并享用了一顿美餐。但今天，它得去寻找新的食物。记住，昨天对于老鼠来说是特别的一天。**"
015436,yet,"> A little boy was looking for his toy car. He searched everywhere but couldn\'t find it. His mom said, \'You haven\'t found it yet. Keep looking!\' **一个小男孩正在找他的玩具车。他到处找但都没找到。他妈妈说：'你还没找到呢。继续找！'**"
015437,yield,"> A farmer worked hard in the field. Despite the challenges, he was patient. Finally, his crops yielded a rich harvest. The word \'yield\' here means to produce or give a result. **一位农民在田地里辛勤劳作。尽管面临诸多挑战，他仍很有耐心。最终，他的庄稼获得了丰收。单词\'yield\'在这里指产生或给出结果。**"
015438,yoga,"> A young man named Tom was always stressed. One day, a friend introduced him to yoga. Tom found peace and balance through the poses and breathing. Now, yoga is his favorite way to relax. **一个叫汤姆的年轻人总是压力很大。有一天，一个朋友给他介绍了瑜伽。汤姆通过体式和呼吸找到了平静和平衡。现在，瑜伽成了他最喜欢的放松方式。**"
015439,yogurt,"> A little girl named Lily loved yogurt. Every day after school, she would run to the fridge and enjoy a cup of sweet yogurt. It made her happy and gave her energy. So, whenever she thought of yogurt, she remembered her happy moments. **一个叫莉莉的小女孩喜欢酸奶。每天放学后，她都会跑到冰箱前享用一杯甜甜的酸奶。这让她开心并给她能量。所以，每当她想到酸奶，就会想起那些快乐的时刻。**"
015440,yoke,> 想象一下，在古代农场里，有两头强壮的牛被一根木制的横杠（yoke）连在一起，被迫共同拉犁耕田。它们无法挣脱这根横杠的束缚，只能一起劳作。 **想象古代农场中，两头牛被一根横杠连在一起被迫共同拉犁耕田，以此记住 yoke 有'轭；束缚；结合'的意思。**
015441,yolk,"> A chicken was very proud of the bright yellow yolk in its eggs. One day, it showed the yolk to all its friends, saying, \'Look at this precious yolk! It\'s the heart of my eggs.\' **一只鸡为它鸡蛋里那亮黄色的蛋黄感到非常自豪。有一天，它向所有朋友展示蛋黄，说：'看看这个珍贵的蛋黄！它是我鸡蛋的核心。'**"
